"","V1","V2"
"1","Carex_satsumensis|TAI|spm00005838","0.264611111548428"
"2","Carex_bostrychostigma|JAP|spm00003784","1.57331662478825"
"3","Carex_dissitiflora|JAP|spm00007871","2.26009783268749"
"4","Carex_microglochin|NOR|spm00001705","90.3719412173807"
"5","Carex_nardina|QUE|spm00001510","0.672374944577841"
"6","Carex_rupestris|FRA|spm00005213","0.0159823376824465"
"7","Carex_argunensis|KHA|spm00006472","90.3719412173807"
"8","Carex_obtusata|MAN|spm00001107","1.25803477272387"
"9","Carex_runssoroensis|UGA|spm00000227","0.609333371900294"
"10","Carex_arctogena|CAL|NCBI_CAL_55","0.609333371900294"
"11","Carex_capitata|KRA|spm00002036","0.0726754892934162"
"12","Carex_pauciflora|ASK|spm00001142","0.383345407745739"
"13","Carex_pyrenaica|SPA|spm00000582","90.3719412173807"
"14","Carex_micropoda|ASK|spm00001632","5.39006008253534"
"15","Carex_nigricans|ASK|spm00001638","90.3719412173807"
"16","Carex_anthoxanthea|WAS|spm00001568","90.3719412173807"
"17","Carex_filifolia_var_filifolia|CAL|spm00001432","90.3719412173807"
"18","Carex_onoei|CHM|spm00004513","90.3719412173807"
"19","Carex_leptalea|MIC|spm00001032","90.3719412173807"
"20","Carex_esenbeckii|EHM|spm00005193","0.467746650333248"
"21","Carex_borealipolaris|MNT|spm00001831","0.546445876825509"
"22","Carex_myosuroides|FRA|spm00005196","0.546445876825509"
"23","Carex_deasyi|EHM|spm00005198","90.3719412173807"
"24","Carex_parvula||spm00003656","90.3719412173807"
"25","Carex_macroprophylla|CHC|spm00003400","90.3719412173807"
"26","Carex_neesii|EHM|spm00005194","90.3719412173807"
"27","Carex_cercostachys|EHM|spm00005901","90.3719412173807"
"28","Carex_bonatiana|EHM|spm00005907","1.8868463745752"
"29","Carex_alatauensis|AFG|spm00003401","90.3719412173807"
"30","Carex_simpliciuscula|CHT|spm00003402","90.3719412173807"
"31","Carex_clavispica|EHM|spm00005903","0.335504185180593"
"32","Carex_capensis|CPP|spm00003263","90.3719412173807"
"33","Carex_burkei|CPP|spm00007785","90.3719412173807"
"34","Carex_killickii|NAT|spm00007793","90.3719412173807"
"35","Carex_pseudorufa|NAT|spm00003204","0.44803486192555"
"36","Carex_parvirufa|NAT|spm00003224","0.248622779885776"
"37","Carex_badilloi|NAT|spm00003223","0.248622779885776"
"38","Carex_ludwigii|NAT|spm00003207","0.248622779885776"
"39","Carex_perdensa|NAT|spm00003218","90.3719412173807"
"40","Carex_spartea|NAT|spm00007814","90.3719412173807"
"41","Carex_uhligii|NAT|spm00003194","90.3719412173807"
"42","Carex_schimperiana|NAT|spm00007800","90.3719412173807"
"43","Carex_schweickerdtii|NAT|spm00007770","90.3719412173807"
"44","Carex_lancea|CPP|spm00003764","90.3719412173807"
"45","Carex_multispiculata|NAT|spm00003765","90.3719412173807"
"46","Carex_distachya|SPA|spm00000588","90.3719412173807"
"47","Carex_peregrina|MDR|spm00000564","0.0553415967659894"
"48","Carex_pulicaris|GRB|spm00005180","0.828111709197019"
"49","Carex_phyllostachys|TUR|spm00005164","90.3719412173807"
"50","Carex_oedipostyla|SPA|spm00000587","90.3719412173807"
"51","Carex_curvula_ssp_curvula|SPA|spm00003091","90.3719412173807"
"52","Carex_baldensis|SWI|spm00005242","1.92791371825262"
"53","Carex_gibba|CHH|spm00005244","0.401768284100901"
"54","Carex_foetida|SWI|spm00000565","1.76216055686338"
"55","Carex_elongata|RUC|spm00005949","0.20169851136928"
"56","Carex_interior|MIC|spm00000972","90.3719412173807"
"57","Carex_atlantica_ssp_atlantica|FLA|spm00000718","90.3719412173807"
"58","Carex_atlantica_ssp_capillacea|PEN|spm00005432","0.546384961011764"
"59","Carex_omiana|JAP|NCBI_Waterway_3651","90.3719412173807"
"60","Carex_echinata_ssp_echinata|ASK|spm00001633","90.3719412173807"
"61","Carex_exilis|DEL|spm00000887","90.3719412173807"
"62","Carex_seorsa|DEL|spm00001242","90.3719412173807"
"63","Carex_laeviculmis|CAL|spm00001397","0.627540003713775"
"64","Carex_canescens_ssp_canescens|FIN|spm00005994","90.3719412173807"
"65","Carex_canescens_ssp_disjuncta|NFL|spm00001496","90.3719412173807"
"66","Carex_lapponica|ASK|spm00001641","90.3719412173807"
"67","Carex_arctiformis|BRC|spm00001851","90.3719412173807"
"68","Carex_traiziscana|JAP|spm00006095","90.3719412173807"
"69","Carex_bonanzensis|ASK|spm00001820","90.3719412173807"
"70","Carex_tenuiflora|MAN|spm00001313","90.3719412173807"
"71","Carex_loliacea|ASK|spm00001650","90.3719412173807"
"72","Carex_marina_ssp_marina|MAN|spm00001746","90.3719412173807"
"73","Carex_heleonastes|ABT|spm00001954","1.16407755474176"
"74","Carex_mackenziei|ASK|spm00001657","4.02744108752087"
"75","Carex_lachenalii_ssp_lachenalii|ASK|spm00001640","90.3719412173807"
"76","Carex_nemurensis|SAK|spm00006074","90.3719412173807"
"77","Carex_glareosa_ssp_glareosa|MAN|spm00001756","90.3719412173807"
"78","Carex_ursina|YUK|spm00001975","90.3719412173807"
"79","Carex_trisperma_var_trisperma|GNL|spm00006097","90.3719412173807"
"80","Carex_brunnescens_ssp_sphaerostachya|ONT|spm00005986","2.51413188075244"
"81","Carex_brunnescens_ssp_brunnescens|FIN|spm00005972","2.51413188075244"
"82","Carex_lucennoiberica|SPA|spm00006015","0.443650855333225"
"83","Carex_furva|SPA|spm00006018","0.443650855333225"
"84","Carex_illota|CAL|spm00000961","90.3719412173807"
"85","Carex_arcta|ASK|spm00000710","90.3719412173807"
"86","Carex_appropinquata|GER|spm00002248","0.0683320820294712"
"87","Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306","1.43621711260924"
"88","Carex_secta|NZ|NCBI_Waterway_3650","1.43621711260924"
"89","Carex_tenuiculmis|NZS|NCBI_AK_311164","1.43621711260924"
"90","Carex_appressa_var_appressa|NSW|spm00002189","1.43621711260924"
"91","Carex_leptopoda|BRC|spm00001399","0.023533274302457"
"92","Carex_bolanderi|CAL|spm00001414","0.023533274302457"
"93","Carex_infirminervia|CAL|spm00001398","90.3719412173807"
"94","Carex_deweyana_var_deweyana|MAN|spm00001039","90.3719412173807"
"95","Carex_glomerabilis|CPP|spm00000194","90.3719412173807"
"96","Carex_leersii|NET|spm00004394","90.3719412173807"
"97","Carex_pairae|SPA|spm00004403","90.3719412173807"
"98","Carex_muricata_ssp_muricata|POL|spm00004400","90.3719412173807"
"99","Carex_paniculata_ssp_calderae|CNY|NCBI_JACA_8893","90.3719412173807"
"100","Carex_canariensis|CNY|spm00002291","90.3719412173807"
"101","Carex_otomana|IRN|spm00004583","90.3719412173807"
"102","Carex_divulsa|NET|spm00004392","90.3719412173807"
"103","Carex_muricata_ssp_ashokae|IRN|spm00004581","90.3719412173807"
"104","Carex_vulpina|GER|NCBI_HMH_2086","90.3719412173807"
"105","Carex_otrubae|SPA|spm00000559","90.3719412173807"
"106","Carex_spicata_ssp_spicata|BUL|spm00001272","6.06996680768671"
"107","Carex_paniculata_ssp_lusitanica|SPA|spm00002563","0.19580441577285"
"108","Carex_paniculata_ssp_paniculata|GRC|spm00006108","1.49524049582439"
"109","Carex_duriuscula|ASK|spm00001653","90.3719412173807"
"110","Carex_stenophylla|HUN|spm00002178","0.0788531839228069"
"111","Carex_colchica|UKR|spm00002173","0.239150342151887"
"112","Carex_praecox|HUN|spm00002176","1.78425134914199"
"113","Carex_brizoides|GER|spm00005239","0.239150342151887"
"114","Carex_arenaria|DEL|spm00000733","2.42829436798841"
"115","Carex_pseudobrizoides|POL|spm00002177","2.42829436798841"
"116","Carex_remota|YUG|spm00006118","2.42829436798841"
"117","Carex_rochebrunii|CHT|spm00006409","2.42829436798841"
"118","Carex_planata|JAP|spm00005429","2.42829436798841"
"119","Carex_davalliana|FIN|spm00003596","90.3719412173807"
"120","Carex_dioica|SWE|spm00004523","90.3719412173807"
"121","Carex_parallela|KHA|spm00006471","0.504958503390398"
"122","Carex_gynocrates|ASK|spm00001630","90.3719412173807"
"123","Carex_cusickii|BRC|spm00002004","90.3719412173807"
"124","Carex_diandra|CAL|spm00000840","90.3719412173807"
"125","Carex_prairea|BRC|spm00001951","90.3719412173807"
"126","Carex_simulata|CAL|spm00001284","90.3719412173807"
"127","Carex_conjuncta|DEL|spm00000784","90.3719412173807"
"128","Carex_alopecoidea|ILL|spm00001728","90.3719412173807"
"129","Carex_aggregata|KTY|spm00000685","90.3719412173807"
"130","Carex_gravida|TEN|spm00000970","90.3719412173807"
"131","Carex_mesochorea|ALA|spm00001097","90.3719412173807"
"132","Carex_leavenworthii|KTY|spm00005410","90.3719412173807"
"133","Carex_sparganioides|DEL|spm00001289","90.3719412173807"
"134","Carex_cephaloidea|MAI|spm00000804","90.3719412173807"
"135","Carex_vulpinoidea|CAL|spm00001351","90.3719412173807"
"136","Carex_densa|ORE|spm00001669","90.3719412173807"
"137","Carex_annectens|ALA|spm00000730","0.088226454868118"
"138","Carex_cephalophora|MRY|spm00000828","3.59546359590078"
"139","Carex_muehlenbergii_var_muehlenbergii|WIS|spm00002520","0.079146785262107"
"140","Carex_cruscorvi|FLA|spm00000822","1.68444679003441"
"141","Carex_conferta|ETH|spm00000184","1.68444679003441"
"142","Carex_nervina|CAL|spm00001840","1.51778265156713"
"143","Carex_laevivaginata|ALA|spm00000993","1.68444679003441"
"144","Carex_stipata_var_stipata|MAN|spm00001253","1.68444679003441"
"145","Carex_decomposita|DEL|spm00000836","90.3719412173807"
"146","Carex_vernacula|CAL|spm00005382","90.3719412173807"
"147","Carex_praegracilis|CAL|spm00001157","1.13230189133532"
"148","Carex_pansa|CAL|spm00001964","1.13230189133532"
"149","Carex_divisa|MRY|spm00002064","90.3719412173807"
"150","Carex_neurocarpa|PRM|spm00006483","0.824832463325436"
"151","Carex_leiorhyncha|KOR|spm00002471","90.3719412173807"
"152","Carex_nubigena|CHC|spm00003362","90.3719412173807"
"153","Carex_albata|JAP|spm00005254","90.3719412173807"
"154","Carex_kobomugi|VRG|spm00000979","90.3719412173807"
"155","Carex_macrocephala|ASK|spm00001434","90.3719412173807"
"156","Carex_retroflexa|DEL|spm00001190","90.3719412173807"
"157","Carex_rosea|MAI|spm00001214","0.542385637813966"
"158","Carex_radiata|MIC|spm00001198","3.1008522233728"
"159","Carex_appalachica|MAS|spm00000721","3.1008522233728"
"160","Carex_socialis|ALA|spm00001288","3.1008522233728"
"161","Carex_disperma|ASK|spm00001652","90.3719412173807"
"162","Carex_siccata|ONT|spm00002070","90.3719412173807"
"163","Carex_pseudofoetida_ssp_pseudofoetida|CHQ|spm00005820","90.3719412173807"
"164","Carex_enervis||NCBI_Ho_2089","90.3719412173807"
"165","Carex_maritima|YUK|spm00002500","90.3719412173807"
"166","Carex_reptabunda|CHX|spm00006415","90.3719412173807"
"167","Carex_hookeriana|MAN|spm00005409","90.3719412173807"
"168","Carex_hoodii|CAL|spm00001930","90.3719412173807"
"169","Carex_sartwellii|BRC|spm00001982","0.624049467992619"
"170","Carex_lithophila|KOR|spm00000328","0.624049467992619"
"171","Carex_disticha|ONT|spm00005395","0.624049467992619"
"172","Carex_paxii|JAP|spm00006668","0.546317518685836"
"173","Carex_curaica|KRA|spm00002337","90.3719412173807"
