"","V1","V2","V3","V4"
"1","Carex_vacillans|MAI|spm00001889","0.716372610390219","0.0953056","0.621067010390219"
"2","Carex_paleacea|MAI|spm00001127","0.716372610390219","0.0953056","0.621067010390219"
"3","Carex_salina|QUE|spm00001953","0.716372610390219","0.0953056","0.621067010390219"
"4","Carex_subspathacea||NCBI_Reznicek_3165","0.716372610390219","0.0953056","0.621067010390219"
"5","Carex_lyngbyei|ORE|spm00001085","0.716372610390219","0.0953056","0.621067010390219"
"6","Carex_ramenskii|ASK|spm00001439","0.716372610390219","0.0953056","0.621067010390219"
"7","Carex_recta||NCBI_Dean_SM00017","0.716372610390219","0.0953056","0.621067010390219"
"8","Carex_aquatilis_var_minor||NCBI_Bennett_893","0.716372610390219","0.0953056","0.621067010390219"
"9","Carex_aquatilis_var_aquatilis|NFL|spm00001485","0.716372610390219","0.0953056","0.621067010390219"
"10","Carex_aquatilis_var_substricta||NCBI_Dragon_1290","0.716372610390219","0.0953056","0.621067010390219"
"11","Carex_plectocarpa||NCBI_Bennett_897","0.716372610390219","0.0953056","0.621067010390219"
"12","Carex_enanderi||NCBI_Cotterill_1225","0.716372610390219","0.0953056","0.621067010390219"
"13","Carex_brehmeri|VEN|spm00000593","0.716372610390219","0.0953056","0.621067010390219"
"14","Carex_aquatilis_var_dives||NCBI_Janeway_2155","0.716372610390219","0.0953056","0.621067010390219"
"15","Carex_kelloggii_var_kelloggii||NCBI_Thompson_3519","0.716372610390219","0.0953056","0.621067010390219"
"16","Carex_kelloggii_var_limnophila|ASK|spm00004554","0.716372610390219","0.0953056","0.621067010390219"
"17","Carex_enneastachya|ECU|spm00000600","0.716372610390219","0.0953056","0.621067010390219"
"18","Carex_kelloggii_var_impressa|CAL|spm00001016","0.716372610390219","0.0953056","0.621067010390219"
"19","Carex_hermannii||NCBI_Sundue_3485","0.716372610390219","0.0953056","0.621067010390219"
"20","Carex_decidua|CLS|spm00000570","0.716372610390219","0.0953056","0.621067010390219"
"21","Carex_andersonii|AGS|spm00000522","0.716372610390219","0.0953056","0.621067010390219"
"22","Carex_lenticularis||NCBI_Dragon_1281","0.716372610390219","0.0953056","0.621067010390219"
"23","Carex_rufina||NCBI_Anderberg_80","0.716372610390219","0.0953056","0.621067010390219"
"24","Carex_cuchumatanensis||NCBI_Beaman_888","0.716372610390219","0.0953056","0.621067010390219"
"25","Carex_shimidzensis|JAP|NCBI_AUTHOR_Senni_591","0.716372610390219","0.0953056","0.621067010390219"
"26","Carex_senta|ARI|spm00001885","0.716372610390219","0.0953056","0.621067010390219"
"27","Carex_schottii|CAL|spm00001681","0.716372610390219","0.0953056","0.621067010390219"
"28","Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584","0.716372610390219","0.0953056","0.621067010390219"
"29","Carex_nudata|CAL|spm00001440","0.716372610390219","0.0953056","0.621067010390219"
"30","Carex_scopulorum_var_prionophylla|WAS|spm00004556","0.716372610390219","0.0953056","0.621067010390219"
"31","Carex_emoryi|DEL|spm00000885","0.716372610390219","0.0953056","0.621067010390219"
"32","Carex_interrupta|ORE|spm00001666","0.716372610390219","0.0953056","0.621067010390219"
"33","Carex_nealiae||NCBI_Herbst_1946","0.716372610390219","0.0953056","0.621067010390219"
"34","Carex_angustata|CAL|spm00000713","0.716372610390219","0.0953056","0.621067010390219"
"35","Carex_scopulorum_var_bracteosa|YUK|spm00006477","0.716372610390219","0.0953056","0.621067010390219"
"36","Carex_bigelowii_ssp_bigelowii|QUE|spm00006479","0.716372610390219","0.0953056","0.621067010390219"
"37","Carex_stricta|TEX|spm00001296","0.716372610390219","0.0953056","0.621067010390219"
"38","Carex_bigelowii_ssp_lugens|ASK|spm00000742","0.716372610390219","0.0953056","0.621067010390219"
"39","Carex_scopulorum_var_scopulorum|CAL|spm00001237","0.716372610390219","0.0953056","0.621067010390219"
"40","Carex_randalpina|AUT|spm00003098","0.716372610390219","0.0953056","0.621067010390219"
"41","Carex_geminata|NZ|NCBI_AUTHOR_Gardner_330","0.716372610390219","0.0953056","0.621067010390219"
"42","Carex_darwinii|CLS|spm00000571","0.716372610390219","0.0953056","0.621067010390219"
"43","Carex_ternaria|NZ|NCBI_AUTHOR_Gardner_307","0.716372610390219","0.0953056","0.621067010390219"
"44","Carex_trinervis|SPA|spm00003778","0.716372610390219","0.0953056","0.621067010390219"
"45","Carex_nigra_ssp_intricata|SPA|spm00003775","0.716372610390219","0.0953056","0.621067010390219"
"46","Carex_acuta|ITA|spm00003084","0.716372610390219","0.0953056","0.621067010390219"
"47","Carex_orbicularis_ssp_orbicularis|NEP|spm00003063","0.716372610390219","0.0953056","0.621067010390219"
"48","Carex_kurdica|GRC|spm00003147","0.716372610390219","0.0953056","0.621067010390219"
"49","Carex_cespitosa_ssp_cespitosa|NOR|spm00003210","0.716372610390219","0.0953056","0.621067010390219"
"50","Carex_nigra_ssp_transcaucasica|TCS|spm00003281","0.716372610390219","0.0953056","0.621067010390219"
"51","Carex_nigra_ssp_nigra|GRB|NCBI_Dean_SM00019","0.716372610390219","0.0953056","0.621067010390219"
"52","Carex_nigra_var_juncella|NOR|spm00003773","0.716372610390219","0.0953056","0.621067010390219"
"53","Carex_elata_ssp_omskiana|BLT|spm00003154","0.716372610390219","0.0953056","0.621067010390219"
"54","Carex_elata_ssp_elata|SPA|spm00003134","0.716372610390219","0.0953056","0.621067010390219"
"55","Carex_ensifolia|CHQ|spm00005713","0.716372610390219","0.0953056","0.621067010390219"
"56","Carex_reuteriana_ssp_mauritanica|SPA|spm00003162","0.716372610390219","0.0953056","0.621067010390219"
"57","Carex_reuteriana_ssp_reuteriana|SPA|spm00003202","0.716372610390219","0.0953056","0.621067010390219"
"58","Carex_panormitana|SAR|spm00003779","0.716372610390219","0.0953056","0.621067010390219"
"59","Carex_jaluensis|KOR|NCBI_Jung_2361","0.716372610390219","0.0953056","0.621067010390219"
"60","Carex_buekii|CZE|spm00000558","0.716372610390219","0.0953056","0.621067010390219"
"61","Carex_drukyulensis|EHM|spm00003011","0.716372610390219","0.0953056","0.621067010390219"
"62","Carex_eleusinoides|ASK|spm00001623","0.716372610390219","0.0953056","0.621067010390219"
"63","Carex_dacica|ICE|spm00003155","0.716372610390219","0.0953056","0.621067010390219"
"64","Carex_micrantha|KOR|spm00000339","0.716372610390219","0.0953056","0.621067010390219"
"65","Carex_kauaiensis||NCBI_Wagner_3602","0.716372610390219","0.0953056","0.621067010390219"
"66","Carex_alligata||NCBI_CS_1228","0.716372610390219","0.0953056","0.621067010390219"
"67","Carex_obnupta|CAL|spm00001105","0.716372610390219","0.0953056","0.621067010390219"
"68","Carex_barrattii|ALA|spm00000748","0.716372610390219","0.0953056","0.621067010390219"
"69","Carex_riishirensis|KUR|spm00008043","0.246236514933104","0.0272542433333333","0.218982271599771"
"70","Carex_podocarpa|BRC|spm00001932","0.246236514933104","0.0272542433333333","0.218982271599771"
"71","Carex_fucata|CHC|spm00006432","0.246236514933104","0.0272542433333333","0.218982271599771"
"72","Carex_melinacra|CHC|spm00005780","0.246236514933104","0.0272542433333333","0.218982271599771"
"73","Carex_forrestii|CHC|spm00005723","0.246236514933104","0.0272542433333333","0.218982271599771"
"74","Carex_appendiculata|KHA|spm00006476","0.246236514933104","0.0272542433333333","0.218982271599771"
"75","Carex_thunbergii||NCBI_Semsrott_3381","0.246236514933104","0.0272542433333333","0.218982271599771"
"76","Carex_humbertiana|KOR|spm00000334","0.246236514933104","0.0272542433333333","0.218982271599771"
"77","Carex_curvicollis|JAP|spm00006868","0.246236514933104","0.0272542433333333","0.218982271599771"
"78","Carex_augustinowiczii|SAK|spm00007995","0.246236514933104","0.0272542433333333","0.218982271599771"
"79","Carex_gaudichaudiana||NCBI_Ford_1659","0.246236514933104","0.0272542433333333","0.218982271599771"
"80","Carex_mitchelliana|ALA|spm00001101","0.246236514933104","0.0272542433333333","0.218982271599771"
"81","Carex_gynandra|DEL|spm00000964","0.246236514933104","0.0272542433333333","0.218982271599771"
"82","Carex_torta||NCBI_Dragon_1288","0.246236514933104","0.0272542433333333","0.218982271599771"
"83","Carex_crinita_var_crinita|MAI|spm00000801","0.246236514933104","0.0272542433333333","0.218982271599771"
"84","Carex_joorii|FLA|spm00000985","0.246236514933104","0.0272542433333333","0.218982271599771"
"85","Carex_glaucescens|MSI|spm00000926","0.246236514933104","0.0272542433333333","0.218982271599771"
"86","Carex_verrucosa|FLA|spm00001373","0.246236514933104","0.0272542433333333","0.218982271599771"
"87","Carex_brasiliensis|BZS|spm00000366","0.246236514933104","0.0272542433333333","0.218982271599771"
"88","Carex_typhina|LOU|spm00001330","0.246236514933104","0.0272542433333333","0.218982271599771"
"89","Carex_squarrosa|ARK|spm00001281","0.246236514933104","0.0272542433333333","0.218982271599771"
"90","Carex_shortiana|KTY|spm00001229","0.246236514933104","0.0272542433333333","0.218982271599771"
"91","Carex_magellanica_ssp_magellanica|CLS|spm00003206","0.246236514933104","0.0272542433333333","0.218982271599771"
"92","Carex_magellanica_ssp_irrigua|ASK|spm00001637","0.246236514933104","0.0272542433333333","0.218982271599771"
"93","Carex_limosa|ASK|spm00001035","0.246236514933104","0.0272542433333333","0.218982271599771"
"94","Carex_pluriflora|ASK|spm00001956","0.246236514933104","0.0272542433333333","0.218982271599771"
"95","Carex_rariflora|YUK|spm00001999","0.246236514933104","0.0272542433333333","0.218982271599771"
"96","Carex_endlichii|ARI|spm00002095","0.246236514933104","0.0272542433333333","0.218982271599771"
"97","Carex_nebraskensis||NCBI_Janeway_2159","0.246236514933104","0.0272542433333333","0.218982271599771"
"98","Carex_subcernua|JAP|NCBI_AUTHOR_Senni_575","0.246236514933104","0.0272542433333333","0.218982271599771"
"99","Carex_barbarae|CAL|spm00001449","0.246236514933104","0.0272542433333333","0.218982271599771"
"100","Carex_tuberculata|MXC|spm00000300","0.246236514933104","0.0272542433333333","0.218982271599771"
"101","Carex_ehrenbergiana|MXC|spm00000298","0.246236514933104","0.0272542433333333","0.218982271599771"
"102","Carex_chordalis|MXC|spm00000251","0.246236514933104","0.0272542433333333","0.218982271599771"
"103","Carex_jamesonii|VEN|spm00000517","0.246236514933104","0.0272542433333333","0.218982271599771"
"104","Carex_lemanniana||NCBI_Sundue_3487","0.246236514933104","0.0272542433333333","0.218982271599771"
"105","Carex_donnellsmithii||NCBI_Ton_3535","0.246236514933104","0.0272542433333333","0.218982271599771"
"106","Carex_breedlovei|MXT|spm00000249","0.246236514933104","0.0272542433333333","0.218982271599771"
"107","Carex_pichinchensis|ECU|spm00000538","0.246236514933104","0.0272542433333333","0.218982271599771"
"108","Carex_fecunda|BOL|spm00005222","0.246236514933104","0.0272542433333333","0.218982271599771"
"109","Carex_spectabilis|BRC|spm00001979","0.246236514933104","0.0272542433333333","0.218982271599771"
"110","Carex_paysonis|WYO|spm00008037","0.246236514933104","0.0272542433333333","0.218982271599771"
"111","Carex_microchaeta|YUK|spm00001946","0.246236514933104","0.0272542433333333","0.218982271599771"
"112","Carex_macrochaeta|ORE|spm00001671","0.246236514933104","0.0272542433333333","0.218982271599771"
"113","Carex_mertensii|ASK|spm00001056","0.246236514933104","0.0272542433333333","0.218982271599771"
"114","Carex_cinerascens|CHM|spm00004514","0.246236514933104","0.0272542433333333","0.218982271599771"
"115","Carex_prasina|GEO|spm00001166","0.246236514933104","0.0272542433333333","0.218982271599771"
"116","Carex_haydenii|WIS|spm00002433","0.246236514933104","0.0272542433333333","0.218982271599771"
"117","Carex_aperta|BRC|spm00001842","0.246236514933104","0.0272542433333333","0.218982271599771"
"118","Carex_tegulata|KOR|NCBI_Jung_2384","0.246236514933104","0.0272542433333333","0.218982271599771"
"119","Carex_schmidtii|CHM|NCBI_Jung_2381","0.246236514933104","0.0272542433333333","0.218982271599771"
"120","Carex_cespitosa_ssp_minuta|CHM|spm00004525","0.246236514933104","0.0272542433333333","0.218982271599771"
"121","Carex_stylosa|NFL|spm00001490","0.246236514933104","0.0272542433333333","0.218982271599771"
"122","Carex_meyeriana|MON|spm00008024","0.246236514933104","0.0272542433333333","0.218982271599771"
"123","Carex_boliviensis_ssp_occidentalis|MXE|spm00000250","0.246236514933104","0.0272542433333333","0.218982271599771"
"124","Carex_boliviensis_ssp_boliviensis|MXC|spm00000255","0.246236514933104","0.0272542433333333","0.218982271599771"
"125","Carex_angustispica|MXS|spm00000262","0.246236514933104","0.0272542433333333","0.218982271599771"
"126","Carex_hirsutella|DEL|spm00000935","0.246236514933104","0.0272542433333333","0.218982271599771"
"127","Carex_bushii|DEL|spm00000777","0.246236514933104","0.0272542433333333","0.218982271599771"
"128","Carex_caroliniana|ALA|spm00000815","0.246236514933104","0.0272542433333333","0.218982271599771"
"129","Carex_swanii|ARK|spm00001304","0.246236514933104","0.0272542433333333","0.218982271599771"
"130","Carex_complanata|TEX|spm00000782","0.246236514933104","0.0272542433333333","0.218982271599771"
"131","Carex_misera|TEN|spm00001764","0.246236514933104","0.0272542433333333","0.218982271599771"
"132","Carex_roanensis|NCA|spm00001224","0.246236514933104","0.0272542433333333","0.218982271599771"
"133","Carex_virescens|ALA|spm00001356","0.246236514933104","0.0272542433333333","0.218982271599771"
"134","Carex_aestivalis|PEN|spm00000681","0.246236514933104","0.0272542433333333","0.218982271599771"
"135","Carex_formosa|ILL|spm00001732","0.246236514933104","0.0272542433333333","0.218982271599771"
"136","Carex_gracillima|ALA|spm00000922","0.246236514933104","0.0272542433333333","0.218982271599771"
"137","Carex_davisii|DEL|spm00000858","0.246236514933104","0.0272542433333333","0.218982271599771"
"138","Carex_oxylepis|KTY|spm00001137","0.246236514933104","0.0272542433333333","0.218982271599771"
"139","Carex_venusta|MSI|spm00001372","0.246236514933104","0.0272542433333333","0.218982271599771"
"140","Carex_castanea|NFL|spm00001479","0.246236514933104","0.0272542433333333","0.218982271599771"
"141","Carex_arctata|WIS|spm00000731","0.246236514933104","0.0272542433333333","0.218982271599771"
"142","Carex_mendocinensis|ORE|spm00001673","0.246236514933104","0.0272542433333333","0.218982271599771"
"143","Carex_hirtissima|CAL|spm00001694","0.246236514933104","0.0272542433333333","0.218982271599771"
"144","Carex_gynodynama|CAL|spm00001688","0.246236514933104","0.0272542433333333","0.218982271599771"
"145","Carex_debilis|OKL|spm00000863","0.246236514933104","0.0272542433333333","0.218982271599771"
"146","Carex_tenax|LOU|spm00001308","0.246236514933104","0.0272542433333333","0.218982271599771"
"147","Carex_dasycarpa|GEO|spm00000873","0.246236514933104","0.0272542433333333","0.218982271599771"
"148","Carex_hirtifolia|QUE|spm00001475","0.246236514933104","0.0272542433333333","0.218982271599771"
"149","Carex_pinophila|MXE|spm00000284","0.246236514933104","0.0272542433333333","0.218982271599771"
"150","Carex_whitneyi|CAL|spm00001352","0.246236514933104","0.0272542433333333","0.218982271599771"
"151","Carex_crinalis|ECU|spm00000602","0.246236514933104","0.0272542433333333","0.218982271599771"
"152","Carex_longicaulis|MXG|spm00000274","0.246236514933104","0.0272542433333333","0.218982271599771"
"153","Carex_anisostachys|MXT|spm00000258","0.246236514933104","0.0272542433333333","0.218982271599771"
"154","Carex_coulteri|MXC|spm00000268","0.246236514933104","0.0272542433333333","0.218982271599771"
"155","Carex_caligena|MXE|spm00000264","0.246236514933104","0.0272542433333333","0.218982271599771"
"156","Carex_queretarensis|MXE|spm00000294","0.246236514933104","0.0272542433333333","0.218982271599771"
"157","Carex_chiapensis|MXS|spm00000267","0.246236514933104","0.0272542433333333","0.218982271599771"
"158","Carex_austromexicana|MXS|spm00000358","0.246236514933104","0.0272542433333333","0.218982271599771"
"159","Carex_congdonii|CAL|spm00001686","0.246236514933104","0.0272542433333333","0.218982271599771"
"160","Carex_sartwelliana|CAL|spm00001798","0.246236514933104","0.0272542433333333","0.218982271599771"
"161","Carex_curatorum||spm00002016","0.246236514933104","0.0272542433333333","0.218982271599771"
"162","Carex_scirpoidea_ssp_scirpoidea|ASK|spm00001248","0.246236514933104","0.0272542433333333","0.218982271599771"
"163","Carex_scabriuscula|CAL|spm00001246","0.246236514933104","0.0272542433333333","0.218982271599771"
"164","Carex_grallatoria_ssp_heteroclita|JAP|spm00006653","0.246236514933104","0.0272542433333333","0.218982271599771"
"165","Carex_grallatoria_ssp_grallatoria|JAP|spm00006651","0.246236514933104","0.0272542433333333","0.218982271599771"
"166","Carex_secalina|HUN|spm00004542","0.246236514933104","0.0272542433333333","0.218982271599771"
"167","Carex_hordeistichos|SPA|spm00000579","0.246236514933104","0.0272542433333333","0.218982271599771"
"168","Carex_ischnostachya|CHS|spm00000062","0.246236514933104","0.0272542433333333","0.218982271599771"
"169","Carex_brownii|JAP|NCBI_Waterway_3655","0.246236514933104","0.0272542433333333","0.218982271599771"
"170","Carex_nemostachys|CHS|spm00000088","0.246236514933104","0.0272542433333333","0.218982271599771"
"171","Carex_obliquicarpa|CHS|spm00000089","0.246236514933104","0.0272542433333333","0.218982271599771"
"172","Carex_pseudochinensis|KOR|spm00000346","0.246236514933104","0.0272542433333333","0.218982271599771"
"173","Carex_latisquamea|JAP|NCBI_Waterway_3665","0.246236514933104","0.0272542433333333","0.218982271599771"
"174","Carex_acutiformis|TVL|spm00002122","0.246236514933104","0.0272542433333333","0.218982271599771"
"175","Carex_dispalata|JAP|NCBI_Waterway_3652","0.246236514933104","0.0272542433333333","0.218982271599771"
"176","Carex_amplifolia|NEV|spm00000715","0.246236514933104","0.0272542433333333","0.218982271599771"
"177","Carex_mollicula|JAP|NCBI_Waterway_3667","0.246236514933104","0.0272542433333333","0.218982271599771"
"178","Carex_alopecuroides|KOR|spm00000321","0.246236514933104","0.0272542433333333","0.218982271599771"
"179","Carex_doniana|CHS|spm00000047","0.246236514933104","0.0272542433333333","0.218982271599771"
"180","Carex_californica|CAL|spm00001685","0.246236514933104","0.0272542433333333","0.218982271599771"
"181","Carex_polymorpha|MAI|spm00001907","0.246236514933104","0.0272542433333333","0.218982271599771"
